Price,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Brand,Model
15633350,8,72000,petrol,automatic,1,5,Hyundai,Creta 1.6 SX Plus Auto Petrol
40483010,2,33000,petrol,automatic,1,7,Toyota,Innova Crysta 2.7 ZX AT 7 STR
12932300,3,20000,petrol,manual,1,5,Tata,Altroz XZ 1.2
12473940,2,19000,petrol,manual,1,5,Hyundai,Grand i10 Nios Sportz 1.2 Kappa VTVT CNG
17417680,4,39000,petrol,automatic,1,5,Ford,EcoSport Titanium + 1.5L Ti-VCT AT
35702970,4,31000,diesel,automatic,1,7,Toyota,Innova Crysta 2.4 GX AT 7 STR
35260980,3,15000,diesel,automatic,1,6,Tata,Safari XZA Plus 6S
14683890,7,33000,petrol,automatic,1,5,Honda,Honda 
14029090,4,27000,petrol,manual,2,5,Ford,Ford
15420540,3,33000,petrol,manual,1,5,Renault,Renault
16108080,3,33000,petrol,manual,1,5,Maruti,Maruti
15584240,9,71000,diesel,manual,1,5,Hyundai,Hyundai
11655440,7,35000,petrol,manual,1,5,Hyundai,Hyundai
16615550,8,55000,petrol,automatic,1,5,Hyundai,Hyundai
